"Four-Year Graduation Rates, 2012-13"
"All Districts, Gender"

"",,,"Non-Graduates",,,
"District","Gender","Four-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","Female",12,"*","*","*","*"
"Amistad Academy District","Male",11,"*","*","*","*"
"Ansonia School District","Female",105,"*","*",9,8.6
"Ansonia School District","Male",107,"*","*",18,16.8
"Avon School District","Female",122,"*","*","*","*"
"Avon School District","Male",141,"*","*","*","*"
"Berlin School District","Female",139,"*","*","*","*"
"Berlin School District","Male",123,"*","*","*","*"
"Bethel School District","Female",118,8,6.8,"*","*"
"Bethel School District","Male",116,6,5.2,"*","*"
"Bloomfield School District","Female",82,"*","*","*","*"
"Bloomfield School District","Male",83,"*","*","*","*"
"Bolton School District","Female",45,"*","*","*","*"
"Bolton School District","Male",36,"*","*","*","*"
"Branford School District","Female",153,"*","*","*","*"
"Branford School District","Male",118,"*","*","*","*"
"Bridgeport School District","Female",617,48,7.8,121,19.6
"Bridgeport School District","Male",612,87,14.2,146,23.9
"Bristol School District","Female",297,20,6.7,32,10.8
"Bristol School District","Male",338,34,10.1,42,12.4
"Brookfield School District","Female",124,"*","*","*","*"
"Brookfield School District","Male",118,"*","*","*","*"
"Canton School District","Female",63,"*","*","*","*"
"Canton School District","Male",61,"*","*","*","*"
"Capitol Region Education Council","Female",138,"*","*",17,12.3
"Capitol Region Education Council","Male",108,"*","*",9,8.3
"Cheshire School District","Female",189,"*","*","*","*"
"Cheshire School District","Male",195,"*","*","*","*"
"Clinton School District","Female",70,"*","*","*","*"
"Clinton School District","Male",75,"*","*","*","*"
"Colchester School District","Female",128,"*","*","*","*"
"Colchester School District","Male",125,"*","*","*","*"
"Common Ground High School District","Female",16,"*","*","*","*"
"Common Ground High School District","Male",22,"*","*","*","*"
"Connecticut Technical High School System","Female",896,"*","*",37,4.1
"Connecticut Technical High School System","Male",1587,"*","*",43,2.7
"Coventry School District","Female",72,"*","*","*","*"
"Coventry School District","Male",66,"*","*","*","*"
"Cromwell School District","Female",78,"*","*","*","*"
"Cromwell School District","Male",67,"*","*","*","*"
"Danbury School District","Female",387,38,9.8,40,10.3
"Danbury School District","Male",392,63,16.1,50,12.8
"Darien School District","Female",159,"*","*","*","*"
"Darien School District","Male",157,"*","*","*","*"
"Department of Mental Health and Addiction Services","Female","*","*","*","*","*"
"Department of Mental Health and Addiction Services","Male","*","*","*","*","*"
"Derby School District","Female",44,11,25.0,"*","*"
"Derby School District","Male",47,9,19.1,"*","*"
"East Granby School District","Female",32,"*","*","*","*"
"East Granby School District","Male",39,"*","*","*","*"
"East Haddam School District","Female",51,"*","*","*","*"
"East Haddam School District","Male",49,"*","*","*","*"
"East Hampton School District","Female",67,"*","*","*","*"
"East Hampton School District","Male",65,"*","*","*","*"
"East Hartford School District","Female",259,13,5.0,30,11.6
"East Hartford School District","Male",297,32,10.8,48,16.2
"East Haven School District","Female",113,"*","*",15,13.3
"East Haven School District","Male",133,"*","*",30,22.6
"East Lyme School District","Female",160,6,3.8,"*","*"
"East Lyme School District","Male",151,9,6.0,"*","*"
"East Windsor School District","Female",50,"*","*","*","*"
"East Windsor School District","Male",46,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Female",39,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Male",30,"*","*","*","*"
"Ellington School District","Female",106,"*","*","*","*"
"Ellington School District","Male",92,"*","*","*","*"
"Elm City College Preparatory School District","Female",7,"*","*","*","*"
"Elm City College Preparatory School District","Male",6,"*","*","*","*"
"Enfield School District","Female",220,7,3.2,16,7.3
"Enfield School District","Male",225,13,5.8,20,8.9
"Explorations District","Female",17,"*","*","*","*"
"Explorations District","Male",15,"*","*","*","*"
"Fairfield School District","Female",344,13,3.8,8,2.3
"Fairfield School District","Male",364,24,6.6,7,1.9
"Farmington School District","Female",163,"*","*","*","*"
"Farmington School District","Male",163,"*","*","*","*"
"Glastonbury School District","Female",276,"*","*","*","*"
"Glastonbury School District","Male",276,"*","*","*","*"
"Granby School District","Female",99,"*","*","*","*"
"Granby School District","Male",98,"*","*","*","*"
"Greenwich School District","Female",326,9,2.8,"*","*"
"Greenwich School District","Male",365,17,4.7,"*","*"
"Griswold School District","Female",93,"*","*","*","*"
"Griswold School District","Male",77,"*","*","*","*"
"Groton School District","Female",168,7,4.2,17,10.1
"Groton School District","Male",159,11,6.9,23,14.5
"Guilford School District","Female",139,"*","*","*","*"
"Guilford School District","Male",142,"*","*","*","*"
"Hamden School District","Female",232,12,5.2,13,5.6
"Hamden School District","Male",223,31,13.9,11,4.9
"Hartford School District","Female",731,31,4.2,145,19.8
"Hartford School District","Male",687,62,9.0,166,24.2
"Killingly School District","Female",110,7,6.4,11,10.0
"Killingly School District","Male",113,18,15.9,20,17.7
"Learn","Female",23,"*","*","*","*"
"Learn","Male",20,"*","*","*","*"
"Lebanon School District","Female",72,"*","*","*","*"
"Lebanon School District","Male",46,"*","*","*","*"
"Ledyard School District","Female",115,"*","*","*","*"
"Ledyard School District","Male",117,"*","*","*","*"
"Lisbon School District","Female","*","*","*","*","*"
"Lisbon School District","Male","*","*","*","*","*"
"Litchfield School District","Female",46,"*","*","*","*"
"Litchfield School District","Male",42,"*","*","*","*"
"Madison School District","Female",159,"*","*","*","*"
"Madison School District","Male",158,"*","*","*","*"
"Manchester School District","Female",221,13,5.9,34,15.4
"Manchester School District","Male",258,37,14.3,37,14.3
"Meriden School District","Female",325,18,5.5,61,18.8
"Meriden School District","Male",314,41,13.1,69,22.0
"Middletown School District","Female",169,10,5.9,16,9.5
"Middletown School District","Male",210,18,8.6,28,13.3
"Milford School District","Female",261,23,8.8,"*","*"
"Milford School District","Male",264,39,14.8,"*","*"
"Monroe School District","Female",162,"*","*","*","*"
"Monroe School District","Male",147,"*","*","*","*"
"Montville School District","Female",79,"*","*","*","*"
"Montville School District","Male",109,"*","*","*","*"
"Naugatuck School District","Female",160,9,5.6,18,11.3
"Naugatuck School District","Male",175,25,14.3,22,12.6
"New Britain School District","Female",320,28,8.8,79,24.7
"New Britain School District","Male",334,63,18.9,86,25.7
"New Canaan School District","Female",177,"*","*","*","*"
"New Canaan School District","Male",162,"*","*","*","*"
"New Fairfield School District","Female",133,"*","*","*","*"
"New Fairfield School District","Male",125,"*","*","*","*"
"New Haven School District","Female",711,42,5.9,119,16.7
"New Haven School District","Male",604,61,10.1,154,25.5
"New London School District","Female",122,10,8.2,29,23.8
"New London School District","Male",135,17,12.6,36,26.7
"New Milford School District","Female",196,"*","*",16,8.2
"New Milford School District","Male",196,"*","*",17,8.7
"Newington School District","Female",190,7,3.7,6,3.2
"Newington School District","Male",186,9,4.8,15,8.1
"Newtown School District","Female",228,9,3.9,"*","*"
"Newtown School District","Male",243,15,6.2,"*","*"
"North Branford School District","Female",92,"*","*","*","*"
"North Branford School District","Male",78,"*","*","*","*"
"North Haven School District","Female",151,"*","*",6,4.0
"North Haven School District","Male",163,"*","*",15,9.2
"North Stonington School District","Female",30,"*","*","*","*"
"North Stonington School District","Male",18,"*","*","*","*"
"Norwalk School District","Female",402,7,1.7,44,10.9
"Norwalk School District","Male",378,28,7.4,40,10.6
"Norwich Free Academy District","Female",326,12,3.7,35,10.7
"Norwich Free Academy District","Male",289,41,14.2,28,9.7
"Old Saybrook School District","Female",65,"*","*","*","*"
"Old Saybrook School District","Male",74,"*","*","*","*"
"Oxford School District","Female",80,"*","*","*","*"
"Oxford School District","Male",75,"*","*","*","*"
"Plainfield School District","Female",99,"*","*",6,6.1
"Plainfield School District","Male",104,"*","*",6,5.8
"Plainville School District","Female",108,"*","*","*","*"
"Plainville School District","Male",98,"*","*","*","*"
"Plymouth School District","Female",64,"*","*","*","*"
"Plymouth School District","Male",64,"*","*","*","*"
"Portland School District","Female",42,"*","*","*","*"
"Portland School District","Male",51,"*","*","*","*"
"Putnam School District","Female",45,"*","*","*","*"
"Putnam School District","Male",51,"*","*","*","*"
"Regional School District 01","Female",55,"*","*","*","*"
"Regional School District 01","Male",54,"*","*","*","*"
"Regional School District 04","Female",88,"*","*","*","*"
"Regional School District 04","Male",75,"*","*","*","*"
"Regional School District 05","Female",187,"*","*","*","*"
"Regional School District 05","Male",209,"*","*","*","*"
"Regional School District 06","Female",53,"*","*","*","*"
"Regional School District 06","Male",44,"*","*","*","*"
"Regional School District 07","Female",95,"*","*","*","*"
"Regional School District 07","Male",99,"*","*","*","*"
"Regional School District 08","Female",127,"*","*","*","*"
"Regional School District 08","Male",158,"*","*","*","*"
"Regional School District 09","Female",125,"*","*","*","*"
"Regional School District 09","Male",115,"*","*","*","*"
"Regional School District 10","Female",97,"*","*","*","*"
"Regional School District 10","Male",101,"*","*","*","*"
"Regional School District 11","Female",18,"*","*","*","*"
"Regional School District 11","Male",26,"*","*","*","*"
"Regional School District 12","Female",36,"*","*","*","*"
"Regional School District 12","Male",55,"*","*","*","*"
"Regional School District 13","Female",79,"*","*","*","*"
"Regional School District 13","Male",74,"*","*","*","*"
