"Four-Year Graduation Rates, 2018-19"
"All Districts, Gender"

"",,,,"Non-Graduates",,,
"District","District Code","Gender","Four-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Achievement First Bridgeport Academy District","=""2850013""","Female",28,0,0.0,"*","*"
"Achievement First Bridgeport Academy District","=""2850013""","Male",19,0,"*","*","*"
"Achievement First Hartford Academy District","=""2880013""","Female",17,"*","*",0,"*"
"Achievement First Hartford Academy District","=""2880013""","Male",15,0,"*",0,"*"
"Amistad Academy District","=""2790013""","Female",21,0,0.0,"*","*"
"Amistad Academy District","=""2790013""","Male",32,"*","*","*","*"
"Ansonia School District","=""0020011""","Female",77,"*","*",8,10.4
"Ansonia School District","=""0020011""","Male",104,"*","*",7,6.7
"Avon School District","=""0040011""","Female",125,"*","*","*","*"
"Avon School District","=""0040011""","Male",99,"*","*","*","*"
"Berlin School District","=""0070011""","Female",106,"*","*",0,0.0
"Berlin School District","=""0070011""","Male",127,"*","*","*","*"
"Bethel School District","=""0090011""","Female",104,"*","*","*","*"
"Bethel School District","=""0090011""","Male",133,"*","*","*","*"
"Bloomfield School District","=""0110011""","Female",70,"*","*","*","*"
"Bloomfield School District","=""0110011""","Male",91,"*","*","*","*"
"Bolton School District","=""0120011""","Female",33,"*","*","*","*"
"Bolton School District","=""0120011""","Male",34,"*","*","*","*"
"Branford School District","=""0140011""","Female",118,"*","*","*","*"
"Branford School District","=""0140011""","Male",110,"*","*","*","*"
"Bridgeport School District","=""0150011""","Female",667,39,5.8,91,13.6
"Bridgeport School District","=""0150011""","Male",790,75,9.5,144,18.2
"Bristol School District","=""0170011""","Female",288,16,5.6,13,4.5
"Bristol School District","=""0170011""","Male",344,27,7.8,31,9.0
"Brookfield School District","=""0180011""","Female",109,0,0.0,"*","*"
"Brookfield School District","=""0180011""","Male",108,6,5.6,"*","*"
"Canton School District","=""0230011""","Female",66,0,0.0,"*","*"
"Canton School District","=""0230011""","Male",58,"*","*","*","*"
"Capital Preparatory Harbor School District","=""2970013""","Female",12,"*","*",0,"*"
"Capital Preparatory Harbor School District","=""2970013""","Male",19,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Female",269,7,2.6,9,3.3
"Capitol Region Education Council","=""2410014""","Male",236,12,5.1,8,3.4
"Cheshire School District","=""0250011""","Female",195,"*","*",0,0.0
"Cheshire School District","=""0250011""","Male",180,"*","*","*","*"
"Clinton School District","=""0270011""","Female",66,"*","*",0,0.0
"Clinton School District","=""0270011""","Male",78,0,0.0,"*","*"
"Colchester School District","=""0280011""","Female",95,"*","*","*","*"
"Colchester School District","=""0280011""","Male",100,"*","*","*","*"
"Common Ground High School District","=""2680013""","Female",20,0,0.0,"*","*"
"Common Ground High School District","=""2680013""","Male",27,"*","*","*","*"
"Connecticut Technical Education and Career System","=""9000016""","Female",962,"*","*",25,2.6
"Connecticut Technical Education and Career System","=""9000016""","Male",1377,"*","*",27,2.0
"Coventry School District","=""0320011""","Female",51,"*","*",0,0.0
"Coventry School District","=""0320011""","Male",56,"*","*","*","*"
"Cromwell School District","=""0330011""","Female",65,"*","*",0,0.0
"Cromwell School District","=""0330011""","Male",68,"*","*","*","*"
"Danbury School District","=""0340011""","Female",372,30,8.1,21,5.6
"Danbury School District","=""0340011""","Male",418,63,15.1,49,11.7
"Darien School District","=""0350011""","Female",167,"*","*",0,0.0
"Darien School District","=""0350011""","Male",168,"*","*",0,0.0
"Department of Mental Health and Addiction Services","=""3370015""","Female","*","*","*","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","Male","*","*","*","*","*"
"Derby School District","=""0370011""","Female",33,"*","*","*","*"
"Derby School District","=""0370011""","Male",51,"*","*","*","*"
"East Granby School District","=""0400011""","Female",34,0,0.0,0,0.0
"East Granby School District","=""0400011""","Male",38,0,0.0,0,0.0
"East Haddam School District","=""0410011""","Female",33,0,0.0,0,0.0
"East Haddam School District","=""0410011""","Male",42,"*","*","*","*"
"East Hampton School District","=""0420011""","Female",58,0,0.0,0,0.0
"East Hampton School District","=""0420011""","Male",73,"*","*","*","*"
"East Hartford School District","=""0430011""","Female",243,9,3.7,12,4.9
"East Hartford School District","=""0430011""","Male",318,23,7.2,22,6.9
"East Haven School District","=""0440011""","Female",106,"*","*",9,8.5
"East Haven School District","=""0440011""","Male",129,"*","*",23,17.8
"East Lyme School District","=""0450011""","Female",132,"*","*","*","*"
"East Lyme School District","=""0450011""","Male",126,"*","*","*","*"
"East Windsor School District","=""0470011""","Female",29,"*","*",0,0.0
"East Windsor School District","=""0470011""","Male",48,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Female",44,"*","*",12,27.3
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Male",29,"*","*",8,27.6
"Ellington School District","=""0480011""","Female",103,0,0.0,"*","*"
"Ellington School District","=""0480011""","Male",98,"*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Female",16,"*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Male",14,"*","*","*","*"
"Enfield School District","=""0490011""","Female",183,6,3.3,12,6.6
"Enfield School District","=""0490011""","Male",186,18,9.7,9,4.8
"Explorations District","=""2720013""","Female",23,0,0.0,"*","*"
"Explorations District","=""2720013""","Male",8,"*","*",0,"*"
"Fairfield School District","=""0510011""","Female",391,8,2.0,"*","*"
"Fairfield School District","=""0510011""","Male",395,19,4.8,"*","*"
"Farmington School District","=""0520011""","Female",124,"*","*",0,0.0
"Farmington School District","=""0520011""","Male",159,"*","*",0,0.0
"Glastonbury School District","=""0540011""","Female",243,"*","*","*","*"
"Glastonbury School District","=""0540011""","Male",270,"*","*","*","*"
"Granby School District","=""0560011""","Female",89,0,0.0,0,0.0
"Granby School District","=""0560011""","Male",83,"*","*","*","*"
"Greenwich School District","=""0570011""","Female",329,9,2.7,"*","*"
"Greenwich School District","=""0570011""","Male",353,15,4.2,"*","*"
"Griswold School District","=""0580011""","Female",57,"*","*","*","*"
"Griswold School District","=""0580011""","Male",76,"*","*","*","*"
"Groton School District","=""0590011""","Female",144,"*","*",14,9.7
"Groton School District","=""0590011""","Male",150,"*","*",14,9.3
"Guilford School District","=""0600011""","Female",135,0,0.0,0,0.0
"Guilford School District","=""0600011""","Male",131,"*","*","*","*"
"Hamden School District","=""0620011""","Female",205,12,5.9,9,4.4
"Hamden School District","=""0620011""","Male",197,28,14.2,12,6.1
"Hartford School District","=""0640011""","Female",664,76,11.4,66,9.9
"Hartford School District","=""0640011""","Male",711,127,17.9,109,15.3
"Highville Charter School District","=""2860013""","Female","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Male","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Female",7,0,"*","*","*"
"Jumoke Academy District","=""2610013""","Male",9,"*","*","*","*"
"Killingly School District","=""0690011""","Female",99,"*","*",6,6.1
"Killingly School District","=""0690011""","Male",115,"*","*",13,11.3
"Learn","=""2450014""","Female",115,"*","*","*","*"
"Learn","=""2450014""","Male",89,"*","*","*","*"
"Lebanon School District","=""0710011""","Female",48,"*","*","*","*"
"Lebanon School District","=""0710011""","Male",46,"*","*","*","*"
"Ledyard School District","=""0720011""","Female",100,"*","*","*","*"
"Ledyard School District","=""0720011""","Male",98,"*","*","*","*"
"Litchfield School District","=""0740011""","Female",32,0,0.0,0,0.0
"Litchfield School District","=""0740011""","Male",41,"*","*",0,0.0
"Madison School District","=""0760011""","Female",139,"*","*",0,0.0
"Madison School District","=""0760011""","Male",128,"*","*","*","*"
"Manchester School District","=""0770011""","Female",231,17,7.4,14,6.1
"Manchester School District","=""0770011""","Male",251,26,10.4,29,11.6
"Meriden School District","=""0800011""","Female",276,17,6.2,25,9.1
"Meriden School District","=""0800011""","Male",311,42,13.5,33,10.6
"Middletown School District","=""0830011""","Female",165,6,3.6,"*","*"
"Middletown School District","=""0830011""","Male",176,8,4.5,"*","*"
"Milford School District","=""0840011""","Female",225,"*","*","*","*"
"Milford School District","=""0840011""","Male",233,"*","*","*","*"
"Monroe School District","=""0850011""","Female",127,"*","*","*","*"
"Monroe School District","=""0850011""","Male",116,"*","*",0,0.0
"Montville School District","=""0860011""","Female",76,"*","*","*","*"
"Montville School District","=""0860011""","Male",78,"*","*","*","*"
"Naugatuck School District","=""0880011""","Female",139,7,5.0,10,7.2
"Naugatuck School District","=""0880011""","Male",169,14,8.3,13,7.7
"New Britain School District","=""0890011""","Female",336,33,9.8,29,8.6
"New Britain School District","=""0890011""","Male",332,43,13.0,43,13.0
"New Canaan School District","=""0900011""","Female",157,"*","*",0,0.0
"New Canaan School District","=""0900011""","Male",158,"*","*",0,0.0
"New Fairfield School District","=""0910011""","Female",98,"*","*","*","*"
"New Fairfield School District","=""0910011""","Male",124,"*","*",0,0.0
"New Haven School District","=""0930011""","Female",736,39,5.3,78,10.6
"New Haven School District","=""0930011""","Male",726,73,10.1,89,12.3
"New London School District","=""0950011""","Female",124,6,4.8,17,13.7
"New London School District","=""0950011""","Male",148,12,8.1,21,14.2
"New Milford School District","=""0960011""","Female",153,"*","*","*","*"
"New Milford School District","=""0960011""","Male",162,"*","*","*","*"
"Newington School District","=""0940011""","Female",161,"*","*","*","*"
"Newington School District","=""0940011""","Male",176,"*","*","*","*"
"Newtown School District","=""0970011""","Female",203,"*","*","*","*"
"Newtown School District","=""0970011""","Male",205,"*","*","*","*"
"North Branford School District","=""0990011""","Female",72,"*","*","*","*"
"North Branford School District","=""0990011""","Male",57,"*","*","*","*"
"North Haven School District","=""1010011""","Female",118,"*","*",0,0.0
"North Haven School District","=""1010011""","Male",138,"*","*","*","*"
"North Stonington School District","=""1020011""","Female",19,"*","*",0,"*"
"North Stonington School District","=""1020011""","Male",27,"*","*","*","*"
"Norwalk School District","=""1030011""","Female",426,13,3.1,13,3.1
"Norwalk School District","=""1030011""","Male",434,22,5.1,35,8.1
"Norwich Free Academy District","=""9010022""","Female",306,8,2.6,26,8.5
"Norwich Free Academy District","=""9010022""","Male",293,12,4.1,43,14.7
"Old Saybrook School District","=""1060011""","Female",60,"*","*","*","*"
"Old Saybrook School District","=""1060011""","Male",50,"*","*","*","*"
"Oxford School District","=""1080011""","Female",79,"*","*","*","*"
"Oxford School District","=""1080011""","Male",83,"*","*",0,0.0
"Plainfield School District","=""1090011""","Female",79,"*","*",8,10.1
"Plainfield School District","=""1090011""","Male",92,"*","*",19,20.7
"Plainville School District","=""1100011""","Female",92,"*","*","*","*"
"Plainville School District","=""1100011""","Male",94,"*","*","*","*"
"Plymouth School District","=""1110011""","Female",58,0,0.0,"*","*"
"Plymouth School District","=""1110011""","Male",67,"*","*","*","*"
"Portland School District","=""1130011""","Female",52,0,0.0,"*","*"
"Portland School District","=""1130011""","Male",52,"*","*","*","*"
