"Four-Year Graduation Rates, 2017-18"
"All Districts, Gender"

"",,,,"Graduates",
"District","District Code","Gender","Four-Year Cohort Count","Graduation Count","Graduation Rate"
"Achievement First Bridgeport Academy District","=""2850013""","Female",12,10,"*"
"Achievement First Bridgeport Academy District","=""2850013""","Male",18,12,"*"
"Achievement First Hartford Academy District","=""2880013""","Female",17,15,"*"
"Achievement First Hartford Academy District","=""2880013""","Male",18,16,"*"
"Amistad Academy District","=""2790013""","Female",29,27,93.1
"Amistad Academy District","=""2790013""","Male",15,15,"*"
"Ansonia School District","=""0020011""","Female",84,76,90.5
"Ansonia School District","=""0020011""","Male",85,69,81.2
"Avon School District","=""0040011""","Female",137,133,97.1
"Avon School District","=""0040011""","Male",145,139,95.9
"Berlin School District","=""0070011""","Female",103,102,99.0
"Berlin School District","=""0070011""","Male",113,101,89.4
"Bethel School District","=""0090011""","Female",92,88,95.7
"Bethel School District","=""0090011""","Male",111,101,91.0
"Bloomfield School District","=""0110011""","Female",81,73,90.1
"Bloomfield School District","=""0110011""","Male",87,74,85.1
"Bolton School District","=""0120011""","Female",44,44,100.0
"Bolton School District","=""0120011""","Male",36,34,94.4
"Branford School District","=""0140011""","Female",125,120,96.0
"Branford School District","=""0140011""","Male",102,92,90.2
"Bridgeport School District","=""0150011""","Female",675,550,81.5
"Bridgeport School District","=""0150011""","Male",771,536,69.5
"Bristol School District","=""0170011""","Female",292,266,91.1
"Bristol School District","=""0170011""","Male",308,252,81.8
"Brookfield School District","=""0180011""","Female",117,113,96.6
"Brookfield School District","=""0180011""","Male",95,91,95.8
"Canton School District","=""0230011""","Female",62,61,98.4
"Canton School District","=""0230011""","Male",54,49,90.7
"Capital Preparatory Harbor School District","=""2970013""","Female",11,9,"*"
"Capital Preparatory Harbor School District","=""2970013""","Male",21,9,42.9
"Capitol Region Education Council","=""2410014""","Female",277,268,96.8
"Capitol Region Education Council","=""2410014""","Male",257,239,93.0
"Cheshire School District","=""0250011""","Female",154,146,94.8
"Cheshire School District","=""0250011""","Male",197,187,94.9
"Clinton School District","=""0270011""","Female",72,69,95.8
"Clinton School District","=""0270011""","Male",60,51,85.0
"Colchester School District","=""0280011""","Female",111,105,94.6
"Colchester School District","=""0280011""","Male",111,104,93.7
"Common Ground High School District","=""2680013""","Female",14,13,"*"
"Common Ground High School District","=""2680013""","Male",23,21,91.3
"Connecticut Technical Education and Career System","=""9000016""","Female",959,925,96.5
"Connecticut Technical Education and Career System","=""9000016""","Male",1463,1425,97.4
"Coventry School District","=""0320011""","Female",57,55,96.5
"Coventry School District","=""0320011""","Male",66,61,92.4
"Cromwell School District","=""0330011""","Female",82,80,97.6
"Cromwell School District","=""0330011""","Male",71,70,98.6
"Danbury School District","=""0340011""","Female",363,318,87.6
"Danbury School District","=""0340011""","Male",418,314,75.1
"Darien School District","=""0350011""","Female",167,162,97.0
"Darien School District","=""0350011""","Male",177,170,96.0
"Department of Mental Health and Addiction Services","=""3370015""","Female","*","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","Male","*","*","*"
"Derby School District","=""0370011""","Female",40,36,90.0
"Derby School District","=""0370011""","Male",61,44,72.1
"East Granby School District","=""0400011""","Female",33,32,97.0
"East Granby School District","=""0400011""","Male",26,24,92.3
"East Haddam School District","=""0410011""","Female",40,36,90.0
