"Four-Year Graduation Rates, 2017-18"
"All Districts, Gender"

"",,,,"Non-Graduates",,,
"District","District Code","Gender","Four-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Achievement First Bridgeport Academy District","=""2850013""","Female",12,"*","*","*","*"
"Achievement First Bridgeport Academy District","=""2850013""","Male",18,"*","*","*","*"
"Achievement First Hartford Academy District","=""2880013""","Female",17,"*","*","*","*"
"Achievement First Hartford Academy District","=""2880013""","Male",18,"*","*",0,"*"
"Amistad Academy District","=""2790013""","Female",29,"*","*",0,0.0
"Amistad Academy District","=""2790013""","Male",15,0,"*",0,"*"
"Ansonia School District","=""0020011""","Female",84,"*","*",6,7.1
"Ansonia School District","=""0020011""","Male",85,"*","*",10,11.8
"Avon School District","=""0040011""","Female",137,"*","*","*","*"
"Avon School District","=""0040011""","Male",145,"*","*","*","*"
"Berlin School District","=""0070011""","Female",103,0,0.0,"*","*"
"Berlin School District","=""0070011""","Male",113,7,6.2,"*","*"
"Bethel School District","=""0090011""","Female",92,"*","*",0,0.0
"Bethel School District","=""0090011""","Male",111,"*","*","*","*"
"Bloomfield School District","=""0110011""","Female",81,"*","*","*","*"
"Bloomfield School District","=""0110011""","Male",87,"*","*","*","*"
"Bolton School District","=""0120011""","Female",44,0,0.0,0,0.0
"Bolton School District","=""0120011""","Male",36,"*","*",0,0.0
"Branford School District","=""0140011""","Female",125,"*","*","*","*"
"Branford School District","=""0140011""","Male",102,"*","*","*","*"
"Bridgeport School District","=""0150011""","Female",675,35,5.2,90,13.3
"Bridgeport School District","=""0150011""","Male",771,80,10.4,155,20.1
"Bristol School District","=""0170011""","Female",292,7,2.4,18,6.2
"Bristol School District","=""0170011""","Male",308,30,9.7,26,8.4
"Brookfield School District","=""0180011""","Female",117,"*","*","*","*"
"Brookfield School District","=""0180011""","Male",95,"*","*","*","*"
"Canton School District","=""0230011""","Female",62,0,0.0,"*","*"
"Canton School District","=""0230011""","Male",54,"*","*","*","*"
"Capital Preparatory Harbor School District","=""2970013""","Female",11,0,"*","*","*"
"Capital Preparatory Harbor School District","=""2970013""","Male",21,10,47.6,"*","*"
"Capitol Region Education Council","=""2410014""","Female",277,"*","*","*","*"
"Capitol Region Education Council","=""2410014""","Male",257,"*","*","*","*"
"Cheshire School District","=""0250011""","Female",154,"*","*","*","*"
"Cheshire School District","=""0250011""","Male",197,"*","*","*","*"
"Clinton School District","=""0270011""","Female",72,0,0.0,"*","*"
"Clinton School District","=""0270011""","Male",60,"*","*","*","*"
"Colchester School District","=""0280011""","Female",111,"*","*","*","*"
"Colchester School District","=""0280011""","Male",111,"*","*","*","*"
"Common Ground High School District","=""2680013""","Female",14,"*","*",0,"*"
"Common Ground High School District","=""2680013""","Male",23,"*","*",0,0.0
"Connecticut Technical Education and Career System","=""9000016""","Female",959,"*","*",33,3.4
"Connecticut Technical Education and Career System","=""9000016""","Male",1463,"*","*",26,1.8
"Coventry School District","=""0320011""","Female",57,"*","*",0,0.0
"Coventry School District","=""0320011""","Male",66,"*","*","*","*"
"Cromwell School District","=""0330011""","Female",82,0,0.0,"*","*"
"Cromwell School District","=""0330011""","Male",71,0,0.0,"*","*"
"Danbury School District","=""0340011""","Female",363,16,4.4,29,8.0
"Danbury School District","=""0340011""","Male",418,51,12.2,53,12.7
"Darien School District","=""0350011""","Female",167,"*","*","*","*"
"Darien School District","=""0350011""","Male",177,"*","*","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","Female","*","*","*","*","*"
"Department of Mental Health and Addiction Services","=""3370015""","Male","*","*","*","*","*"
"Derby School District","=""0370011""","Female",40,0,0.0,"*","*"
"Derby School District","=""0370011""","Male",61,7,11.5,"*","*"
"East Granby School District","=""0400011""","Female",33,"*","*",0,0.0
"East Granby School District","=""0400011""","Male",26,"*","*",0,0.0
"East Haddam School District","=""0410011""","Female",40,"*","*","*","*"
"East Haddam School District","=""0410011""","Male",44,0,0.0,"*","*"
"East Hampton School District","=""0420011""","Female",57,"*","*","*","*"
"East Hampton School District","=""0420011""","Male",56,"*","*",0,0.0
"East Hartford School District","=""0430011""","Female",259,12,4.6,8,3.1
"East Hartford School District","=""0430011""","Male",250,21,8.4,19,7.6
"East Haven School District","=""0440011""","Female",122,"*","*",8,6.6
"East Haven School District","=""0440011""","Male",126,"*","*",16,12.7
"East Lyme School District","=""0450011""","Female",130,"*","*","*","*"
"East Lyme School District","=""0450011""","Male",157,"*","*","*","*"
"East Windsor School District","=""0470011""","Female",41,"*","*","*","*"
"East Windsor School District","=""0470011""","Male",54,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Female",53,"*","*",9,17.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Male",31,"*","*",6,19.4
"Ellington School District","=""0480011""","Female",85,0,0.0,"*","*"
"Ellington School District","=""0480011""","Male",96,"*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Female",15,"*","*",0,"*"
"Elm City College Preparatory School District","=""2890013""","Male",11,0,"*",0,"*"
"Enfield School District","=""0490011""","Female",211,"*","*",9,4.3
"Enfield School District","=""0490011""","Male",193,"*","*",12,6.2
"Explorations District","=""2720013""","Female",12,0,"*",0,"*"
"Explorations District","=""2720013""","Male",16,0,"*","*","*"
"Fairfield School District","=""0510011""","Female",412,"*","*","*","*"
"Fairfield School District","=""0510011""","Male",375,"*","*","*","*"
"Farmington School District","=""0520011""","Female",139,"*","*","*","*"
"Farmington School District","=""0520011""","Male",158,"*","*","*","*"
"Glastonbury School District","=""0540011""","Female",257,"*","*","*","*"
"Glastonbury School District","=""0540011""","Male",239,"*","*",0,0.0
"Granby School District","=""0560011""","Female",76,0,0.0,"*","*"
"Granby School District","=""0560011""","Male",86,"*","*","*","*"
"Greenwich School District","=""0570011""","Female",324,9,2.8,"*","*"
"Greenwich School District","=""0570011""","Male",297,16,5.4,"*","*"
"Griswold School District","=""0580011""","Female",81,"*","*","*","*"
"Griswold School District","=""0580011""","Male",73,"*","*","*","*"
"Groton School District","=""0590011""","Female",120,"*","*",11,9.2
"Groton School District","=""0590011""","Male",156,"*","*",17,10.9
"Guilford School District","=""0600011""","Female",155,"*","*","*","*"
"Guilford School District","=""0600011""","Male",142,"*","*","*","*"
"Hamden School District","=""0620011""","Female",191,6,3.1,10,5.2
"Hamden School District","=""0620011""","Male",242,23,9.5,19,7.9
"Hartford School District","=""0640011""","Female",649,49,7.6,114,17.6
"Hartford School District","=""0640011""","Male",667,71,10.6,151,22.6
"Highville Charter School District","=""2860013""","Female",12,0,"*",0,"*"
"Highville Charter School District","=""2860013""","Male",9,0,"*",0,"*"
"Jumoke Academy District","=""2610013""","Female","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Male","*","*","*","*","*"
"Killingly School District","=""0690011""","Female",106,"*","*",6,5.7
"Killingly School District","=""0690011""","Male",94,"*","*",8,8.5
"Learn","=""2450014""","Female",117,"*","*","*","*"
"Learn","=""2450014""","Male",79,"*","*","*","*"
"Lebanon School District","=""0710011""","Female",52,0,0.0,0,0.0
"Lebanon School District","=""0710011""","Male",37,"*","*","*","*"
"Ledyard School District","=""0720011""","Female",96,"*","*",0,0.0
"Ledyard School District","=""0720011""","Male",99,"*","*",7,7.1
"Litchfield School District","=""0740011""","Female",28,0,0.0,0,0.0
"Litchfield School District","=""0740011""","Male",36,0,0.0,"*","*"
"Madison School District","=""0760011""","Female",141,"*","*","*","*"
"Madison School District","=""0760011""","Male",151,"*","*",0,0.0
"Manchester School District","=""0770011""","Female",180,14,7.8,8,4.4
"Manchester School District","=""0770011""","Male",230,32,13.9,19,8.3
"Meriden School District","=""0800011""","Female",293,16,5.5,25,8.5
"Meriden School District","=""0800011""","Male",333,37,11.1,56,16.8
"Middletown School District","=""0830011""","Female",155,6,3.9,"*","*"
"Middletown School District","=""0830011""","Male",174,15,8.6,"*","*"
"Milford School District","=""0840011""","Female",206,"*","*","*","*"
"Milford School District","=""0840011""","Male",231,"*","*","*","*"
"Monroe School District","=""0850011""","Female",145,6,4.1,"*","*"
"Monroe School District","=""0850011""","Male",162,6,3.7,"*","*"
"Montville School District","=""0860011""","Female",97,"*","*","*","*"
"Montville School District","=""0860011""","Male",84,"*","*","*","*"
"Naugatuck School District","=""0880011""","Female",156,"*","*",10,6.4
"Naugatuck School District","=""0880011""","Male",160,"*","*",9,5.6
"New Britain School District","=""0890011""","Female",308,24,7.8,34,11.0
"New Britain School District","=""0890011""","Male",319,44,13.8,65,20.4
"New Canaan School District","=""0900011""","Female",161,"*","*",0,0.0
"New Canaan School District","=""0900011""","Male",153,"*","*",0,0.0
"New Fairfield School District","=""0910011""","Female",97,0,0.0,"*","*"
"New Fairfield School District","=""0910011""","Male",109,"*","*","*","*"
"New Haven School District","=""0930011""","Female",755,40,5.3,95,12.6
"New Haven School District","=""0930011""","Male",773,87,11.3,101,13.1
"New London School District","=""0950011""","Female",124,8,6.5,12,9.7
"New London School District","=""0950011""","Male",137,6,4.4,22,16.1
"New Milford School District","=""0960011""","Female",180,0,0.0,15,8.3
"New Milford School District","=""0960011""","Male",175,"*","*",11,6.3
"Newington School District","=""0940011""","Female",140,"*","*","*","*"
