"Four-Year Graduation Rates, 2016-17"
"All Districts, Gender"

"",,,,"Graduates",
"District","District Code","Gender","Four-Year Cohort Count","Graduation Count","Graduation Rate"
"Achievement First Hartford Academy Inc. District","=""2880013""","Female",21,"*","*"
"Achievement First Hartford Academy Inc. District","=""2880013""","Male",10,"*","*"
"Amistad Academy District","=""2790013""","Female",25,"*","*"
"Amistad Academy District","=""2790013""","Male",18,"*","*"
"Ansonia School District","=""0020011""","Female",85,73,85.9
"Ansonia School District","=""0020011""","Male",94,77,81.9
"Avon School District","=""0040011""","Female",132,"*","*"
"Avon School District","=""0040011""","Male",116,"*","*"
"Berlin School District","=""0070011""","Female",120,117,97.5
"Berlin School District","=""0070011""","Male",115,105,91.3
"Bethel School District","=""0090011""","Female",109,"*","*"
"Bethel School District","=""0090011""","Male",100,"*","*"
"Bloomfield School District","=""0110011""","Female",95,86,90.5
"Bloomfield School District","=""0110011""","Male",99,81,81.8
"Bolton School District","=""0120011""","Female",41,39,95.1
"Bolton School District","=""0120011""","Male",28,28,100.0
"Branford School District","=""0140011""","Female",110,106,96.4
"Branford School District","=""0140011""","Male",148,137,92.6
"Bridgeport Achievement First District","=""2850013""","Female",16,"*","*"
"Bridgeport Achievement First District","=""2850013""","Male",15,"*","*"
"Bridgeport School District","=""0150011""","Female",679,542,79.8
"Bridgeport School District","=""0150011""","Male",725,504,69.5
"Bristol School District","=""0170011""","Female",313,279,89.1
"Bristol School District","=""0170011""","Male",320,272,85.0
"Brookfield School District","=""0180011""","Female",103,"*","*"
"Brookfield School District","=""0180011""","Male",126,"*","*"
"Canton School District","=""0230011""","Female",61,59,96.7
"Canton School District","=""0230011""","Male",57,54,94.7
"Capital Preparatory Harbor School Inc. District","=""2970013""","Female",6,"*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Male",10,"*","*"
"Capitol Region Education Council","=""2410014""","Female",254,243,95.7
"Capitol Region Education Council","=""2410014""","Male",242,215,88.8
"Cheshire School District","=""0250011""","Female",179,"*","*"
"Cheshire School District","=""0250011""","Male",212,"*","*"
"Clinton School District","=""0270011""","Female",80,75,93.8
"Clinton School District","=""0270011""","Male",59,50,84.7
"Colchester School District","=""0280011""","Female",116,110,94.8
"Colchester School District","=""0280011""","Male",96,84,87.5
"Common Ground High School District","=""2680013""","Female",15,15,"*"
"Common Ground High School District","=""2680013""","Male",28,22,78.6
"Connecticut Technical Education and Career System","=""9000016""","Female",932,909,97.5
"Connecticut Technical Education and Career System","=""9000016""","Male",1499,1461,97.5
"Coventry School District","=""0320011""","Female",71,"*","*"
"Coventry School District","=""0320011""","Male",60,"*","*"
"Cromwell School District","=""0330011""","Female",66,"*","*"
"Cromwell School District","=""0330011""","Male",78,"*","*"
"Danbury School District","=""0340011""","Female",366,309,84.4
"Danbury School District","=""0340011""","Male",415,304,73.3
"Darien School District","=""0350011""","Female",158,"*","*"
"Darien School District","=""0350011""","Male",170,"*","*"
"Department of Mental Health and Addiction Services","=""3370015""","Male","*","*","*"
"Derby School District","=""0370011""","Female",43,40,93.0
"Derby School District","=""0370011""","Male",56,45,80.4
"East Granby School District","=""0400011""","Female",31,"*","*"
"East Granby School District","=""0400011""","Male",27,"*","*"
"East Haddam School District","=""0410011""","Female",52,"*","*"
"East Haddam School District","=""0410011""","Male",31,"*","*"
"East Hampton School District","=""0420011""","Female",74,70,94.6
"East Hampton School District","=""0420011""","Male",59,57,96.6
"East Hartford School District","=""0430011""","Female",261,236,90.4
"East Hartford School District","=""0430011""","Male",260,227,87.3
"East Haven School District","=""0440011""","Female",105,79,75.2
